ID,MONTH,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
15658,1,220000,2,1,1,37,-2,-2,-2,-2,-2,-2,14298,100606,11202,21683,10860,12534,101405,11202,21778,10860,12534,7923,0
15683,1,250000,1,2,2,28,-2,-2,-2,-2,-2,-2,22303,51749,186394,9458,6620,10040,51762,186398,9467,6620,10040,8960,0
15690,1,30000,1,2,2,22,0,0,0,0,0,0,4921,3810,3890,2199,2209,1429,1500,2000,2000,400,0,500,1
15723,1,250000,1,2,1,44,0,0,0,0,0,0,254933,244433,249882,248013,99071,98928,8754,10866,5592,2212,2565,2156,0
15725,1,140000,1,2,2,38,0,0,0,2,0,0,137611,135905,142477,140617,139353,140953,6010,12500,4009,5000,6000,5300,0
15729,1,50000,2,1,2,21,0,0,0,0,0,0,36809,33121,29672,22365,12702,4134,5143,5000,1021,0,3000,0,0
15735,1,20000,2,2,1,38,0,0,0,0,0,0,19520,16247,6687,5165,5060,2180,1623,1262,1101,2180,0,0,0
15739,1,140000,2,2,2,27,0,0,0,0,0,0,134936,137328,138767,137231,128228,110803,6700,6704,5000,4155,4100,3600,0
15765,1,70000,2,3,2,24,0,0,0,0,0,0,5633,6646,7665,8836,9532,9730,1114,1133,1304,1000,351,2523,0
15767,1,10000,2,1,2,22,1,3,3,2,0,0,6251,6498,6744,6977,6593,7481,500,500,500,242,1000,273,0
15776,1,50000,2,2,1,24,0,0,0,-2,-2,-2,25207,25435,0,0,0,0,1000,0,0,0,0,0,0
15777,1,70000,2,2,2,24,0,0,0,0,-2,-1,64927,58840,42859,0,0,2254,2177,5000,0,0,2254,24738,0
15803,1,100000,2,2,2,24,2,0,0,0,0,0,177646,94299,96389,97571,86202,92282,7900,4500,3800,3500,7500,3500,0
15811,1,10000,2,1,2,27,2,0,0,2,0,0,6100,7274,9596,9289,9593,9795,1281,2603,0,1000,500,421,1
15823,1,20000,2,3,1,26,0,0,0,2,0,0,15271,16707,20601,19952,19586,18528,2000,4500,0,671,700,2000,1
15831,1,120000,2,2,2,27,0,0,0,0,0,-1,57449,38254,23017,14440,4770,1595,1743,1640,1010,95,1595,0,0
15867,1,240000,2,1,2,29,-1,2,2,-2,-2,-2,3126,3126,626,626,776,783,626,626,626,776,783,1252,0
15878,1,350000,2,3,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
15882,1,50000,2,1,2,25,0,0,0,0,0,0,3624,4487,4545,6249,6249,6249,1100,1600,2000,0,0,0,0
15885,1,70000,2,2,2,25,0,0,0,0,0,0,32486,33640,35286,36889,34152,36694,2000,2500,2519,5090,3100,0,0
15886,1,10000,2,2,1,31,3,2,0,0,0,0,10243,9920,8894,8136,8449,8493,0,1281,1135,448,329,287,0
15892,1,80000,2,2,2,24,0,0,0,0,0,0,68250,68817,71181,68997,70364,71842,3000,3500,3000,2503,2596,3000,0
15924,1,410000,2,1,1,37,0,0,0,0,0,-1,54326,23223,25865,21619,19336,1433,5000,15014,5034,10006,1433,371,0
15948,1,30000,2,2,1,30,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
15958,1,200000,2,3,1,29,2,2,2,2,0,0,128649,131059,132120,128669,131499,143020,6000,4600,0,4800,13700,500,1
15959,1,150000,2,2,2,27,-1,-1,-1,-1,-1,0,1745,3384,1555,2126,60092,59831,3384,1555,2126,60092,3000,3000,0
15970,1,20000,2,3,1,49,1,2,3,2,0,0,18769,21349,20732,19946,19546,19546,3186,0,0,0,0,0,1
15975,1,50000,2,2,1,35,0,0,0,0,0,0,16053,16024,25350,25738,25948,26163,2000,10000,1500,1000,1000,1500,0
15995,1,220000,2,1,1,36,0,0,0,0,0,0,215979,210475,216513,196219,200117,204312,7800,9639,7123,7162,7419,7462,0
16005,1,180000,2,2,1,29,0,0,0,0,0,0,25781,26000,26310,26662,26166,26176,1800,1800,1500,1056,950,1000,0
16010,1,140000,2,2,1,30,0,0,0,0,0,2,106526,85019,82784,81458,86227,84646,4000,3000,4000,7000,0,4000,0
16011,1,100000,2,2,1,32,0,0,0,0,0,0,29987,29219,27865,11166,32261,7961,2007,2049,1045,23610,4000,1000,0
16036,1,170000,2,3,1,37,1,2,0,0,0,0,33039,30336,30826,31996,33676,25301,3,2008,5000,2037,2029,2008,0
16042,1,50000,2,3,1,45,0,0,0,0,0,0,22352,23244,20791,22104,22237,22703,1324,1351,1664,797,825,1030,0
16054,1,160000,2,3,1,46,-1,-1,-1,0,-1,-1,24904,2338,4856,4127,3995,842,2343,4856,1000,3995,842,26313,0
16083,1,50000,2,2,2,28,2,2,0,0,0,-2,16639,16041,12151,4963,0,0,14,1505,2000,0,0,0,0
16102,1,570000,2,1,2,32,0,0,0,0,0,0,47758,33050,36283,36502,37669,39102,3000,4880,3000,3000,3000,3000,0
16104,1,10000,2,2,1,37,-1,4,3,2,2,2,3305,2870,2440,2510,2641,2222,0,0,500,400,0,36,0
16108,1,280000,2,2,1,42,2,0,0,0,0,0,185147,132646,137109,135264,133046,126155,5000,10000,5000,5000,5000,5000,1
16148,1,140000,2,3,1,34,0,0,0,0,0,0,131138,133452,136194,137490,106322,104583,6300,7000,5421,4000,4000,4200,0
16165,1,50000,2,3,2,47,0,0,0,0,0,0,11961,14259,16028,17760,19462,22141,2500,2000,2000,2000,3000,3000,0
16181,1,400000,2,1,2,31,-1,-1,-1,-1,0,0,72551,8572,2190,12881,7497,11563,8657,2190,12881,0,4590,0,0
16211,1,20000,2,2,1,46,0,0,0,0,0,0,10640,11252,12277,12287,12140,11990,1185,1600,1000,243,240,619,0
16214,1,210000,2,2,1,33,0,0,0,-2,-2,-1,29672,31050,0,0,0,87045,2100,0,0,0,87045,4000,0
16223,1,80000,2,3,1,43,2,2,2,3,3,2,66852,68152,71459,73690,71908,76294,3000,5000,4000,0,5700,0,1
16228,1,30000,2,3,1,43,1,2,0,0,0,0,32577,29268,26897,23352,18738,15236,0,1468,1564,591,489,388,0
16234,1,200000,2,1,2,34,0,0,0,0,0,0,129554,116490,119279,121782,125427,140460,5600,6000,4300,5500,17000,5300,0
16236,1,70000,2,2,1,41,2,3,3,3,3,2,50460,52331,53896,54426,52956,54459,3000,3000,2000,0,2500,2200,1
16240,1,200000,2,3,1,37,-1,-1,-1,0,0,-1,10701,4251,5144,6807,51013,54416,4251,5144,2000,44406,54725,3000,0
16250,1,310000,2,1,1,37,-2,-2,-2,-2,-2,-2,123,123,0,123,0,0,123,0,123,0,0,0,0
16253,1,200000,2,2,1,45,0,0,0,0,0,0,144249,144423,139978,126213,93788,94875,6097,8039,5112,5000,5008,4019,0
16258,1,190000,2,1,1,30,0,0,2,0,0,0,176699,188703,184403,90887,90097,90295,15000,3000,4100,3200,3264,3248,1
16265,1,70000,2,2,1,40,1,2,2,0,0,0,56922,60047,56884,57717,26342,26342,5500,0,2723,1062,936,943,1
16270,1,340000,2,2,2,47,0,0,0,0,0,0,196112,183453,167592,162628,142779,139548,6446,6207,5758,4853,4940,4600,0
16285,1,80000,2,2,2,34,2,2,3,2,0,0,74860,84054,82194,78715,26681,0,11074,3,5,1075,0,0,0
16299,1,30000,2,2,2,42,0,0,0,-1,-1,-2,26504,28056,27987,1812,0,0,2000,2000,2000,0,0,0,0
16333,1,110000,2,2,1,35,0,0,0,0,0,2,85958,83389,83734,82532,81032,79835,2968,4088,3677,5400,0,3618,0
16337,1,60000,2,2,1,35,0,0,0,0,0,0,57267,57225,47343,29164,27829,27574,3023,2245,2005,2000,1088,3000,0
16341,1,170000,2,3,1,38,0,0,0,-1,0,0,4202,5146,6494,1264,948,632,1336,2000,1264,0,0,0,0
16358,1,30000,2,2,2,34,1,2,2,0,0,0,16935,17855,17280,18594,18806,19045,1500,0,1606,818,690,695,0
16361,1,240000,2,1,2,33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16365,1,230000,2,2,1,34,-1,-1,-1,-1,0,-1,3128,10998,1509,1390,1072,849,10998,1509,1390,0,849,3720,0
16367,1,140000,2,1,1,45,-1,-1,-1,-1,0,0,2300,483,487,1011,524,1037,483,487,1011,0,1000,974,0
16386,1,230000,2,2,1,42,-2,-2,-2,-2,-2,-2,390,390,390,390,1240,4234,390,390,390,1240,4234,2970,0
16390,1,90000,2,2,2,29,1,2,2,2,0,0,34954,34093,37539,36641,37061,38011,0,4000,0,1326,1547,3000,0
16399,1,140000,2,3,2,34,-1,-1,-1,-1,-1,-1,316,0,2549,151,0,574,0,2549,151,0,574,918,0
16449,1,50000,2,2,1,53,0,0,0,0,0,0,36997,36927,34929,31874,28993,29409,1607,2010,1505,1001,2007,2007,1
16480,1,20000,2,3,1,56,1,2,0,0,2,2,11276,10803,11528,13524,13508,13149,0,1204,2200,500,0,700,1
16483,1,50000,2,3,2,56,1,-2,-2,-2,-1,-1,0,0,0,0,562,736,0,0,0,562,736,1269,1
16495,1,60000,2,3,1,54,-1,-1,-1,0,0,0,892,21674,31632,13264,948,18002,21690,32264,12948,0,17370,0,0
16517,1,150000,1,2,2,27,0,0,0,0,0,0,84034,81537,78407,73688,56995,52887,5065,20028,3152,2025,5211,10061,0
16523,1,20000,1,2,2,23,1,2,0,0,0,0,17845,17261,18976,19804,19204,18210,0,2000,1600,0,1150,2000,0
16538,1,200000,1,1,2,28,-1,-1,-1,-1,-1,-1,2393,1726,1602,1040,3564,2031,1731,1606,1051,3574,2036,1703,0
16580,1,20000,1,1,2,29,0,0,0,0,0,0,15934,15028,16023,11631,12377,4830,1329,1324,1000,2000,1000,0,0
16585,1,30000,1,2,2,26,0,0,0,0,0,0,24079,25848,22299,23615,23933,24901,2500,2000,2000,1000,1500,1500,1
16614,1,80000,1,3,1,31,0,0,0,0,0,0,65088,65200,61969,40457,42875,44724,3000,4000,3000,3000,4000,3000,0
16619,1,240000,1,1,2,41,0,0,0,0,0,0,24171,26474,28480,30247,30122,27437,3759,3500,3000,982,3437,2044,0
16621,1,50000,1,2,2,39,3,2,0,0,0,0,51998,50821,46892,33936,9225,9264,0,2343,1548,476,336,348,0
16650,1,50000,1,3,1,46,1,2,2,2,2,2,10960,10487,13108,12601,13391,14027,0,2800,0,1000,1000,0,1
16666,1,200000,1,2,1,45,-1,0,-1,-1,0,-1,98974,36829,31707,44433,4155,2114,10000,31727,44626,18,2124,9844,0
16673,1,100000,1,1,2,34,-1,2,2,-1,-1,-2,772,772,-8,2562,0,0,0,8,2570,0,0,0,0
16674,1,100000,1,2,2,38,0,0,0,0,0,0,95933,96772,97240,98159,97481,97574,4499,4578,4606,3817,3998,3695,0
16677,1,50000,1,1,2,37,0,0,0,0,0,0,13191,14659,17097,18207,20580,22577,2000,3000,1700,3000,2500,5000,0
16678,1,50000,1,2,1,32,0,0,0,0,0,0,42163,38252,27396,23584,17272,17634,1472,1500,1282,618,640,644,0
16690,1,260000,1,2,1,46,2,2,2,2,2,2,82683,84424,86472,87157,88526,90355,4000,4300,3000,3700,3400,3600,1
16697,1,50000,1,3,3,44,2,2,2,3,2,2,41755,40793,44084,44763,44939,46078,0,3949,1700,1200,2000,2000,0
16713,1,20000,1,3,2,35,0,0,0,0,0,0,16500,17012,18181,19331,19113,17996,1281,1450,1600,382,383,345,0
16717,1,430000,1,2,2,29,-2,-2,-2,-2,-2,-2,1442,3058,0,980,0,0,3058,0,980,0,0,1030,0
16725,1,480000,1,2,1,31,0,0,0,0,0,0,55346,58411,58883,59452,61168,56931,4000,3000,3000,3000,3000,3000,0
16727,1,60000,1,3,1,31,1,2,0,0,-2,-2,36243,35369,35320,0,0,0,0,1027,0,0,0,0,0
16728,1,80000,1,2,2,33,2,2,0,0,0,0,24928,24229,25832,27394,29922,31879,0,2000,2000,3000,2600,0,1
16739,1,320000,1,1,2,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
16762,1,50000,1,2,1,45,0,0,0,0,0,0,49573,49417,49085,33156,19344,18930,2245,1652,1497,10580,685,704,0
16766,1,30000,1,2,2,37,0,0,0,0,0,0,23422,24425,25463,26453,26987,28760,1397,1435,1425,959,2201,1200,0
16773,1,10000,1,3,1,39,1,2,0,0,0,0,10866,10094,9212,9633,9550,9334,0,1201,1062,254,288,365,1
16813,1,100000,1,2,1,40,2,2,2,2,2,0,70762,69025,74489,78660,76797,78404,0,6600,6000,0,3000,3100,1
16830,1,470000,1,1,1,38,0,0,0,0,0,0,33277,34292,38423,197773,202722,46980,1869,5000,162546,5783,1689,1977,1
16844,1,20000,1,2,2,43,0,0,0,0,0,0,19656,30177,16263,17287,17699,18413,1300,2600,1300,700,1000,700,0
16846,1,50000,1,2,1,40,1,2,0,0,0,0,49039,47949,49235,49577,17063,17634,0,2058,1400,762,1000,650,1
16855,1,270000,1,1,2,35,1,-2,-2,-2,-2,-2,-12,-12,-12,-12,-12,-12,0,0,0,0,0,0,0
16856,1,20000,1,2,1,37,0,0,0,0,0,0,15429,16436,17584,18166,8190,8190,1270,1418,1000,3144,0,0,0
16860,1,360000,1,1,2,33,-2,-2,-2,-2,-2,-2,714,-68,-68,-68,4132,-2,7,0,0,4200,48,5500,0
16861,1,150000,1,3,1,40,0,0,0,0,0,0,121544,123615,126733,130241,132466,134808,5000,4533,5000,3724,3829,3900,0
16862,1,500000,1,1,1,46,0,0,0,0,0,0,11471,13270,14245,15199,20980,18255,2000,1500,1219,6000,1000,1000,0
16863,1,220000,1,1,1,35,-1,-1,-1,-1,0,-1,753,6213,762,5106,700,1364,6220,762,5806,0,1364,500,1
16865,1,30000,1,1,2,38,1,2,0,0,0,0,96258,69707,71904,62630,57406,46231,0,4000,5000,8000,1460,40000,0
16870,1,20000,1,2,2,36,1,4,3,3,2,3,15557,15015,16079,15528,16477,15930,0,1600,0,1500,0,0,1
16872,1,30000,1,3,2,31,1,3,2,0,0,0,31405,30588,26860,21165,21281,22938,0,0,1646,762,2000,0,1
16881,1,50000,1,2,1,39,1,2,2,3,2,0,26094,25376,29548,28786,28024,28772,0,4600,0,0,1200,1200,0
16894,1,200000,1,1,1,42,-2,-2,-2,-2,-2,-2,-200,-200,-200,-200,2472,0,0,0,0,2672,0,1862,0
16907,1,80000,1,1,1,33,0,0,0,0,0,0,45524,62969,36217,36386,41596,27635,2000,10000,2000,6500,8000,5000,0
16922,1,200000,1,2,1,55,0,0,0,0,0,0,169287,172655,178858,180101,173138,176920,6177,8982,6758,6257,6633,6115,0
16932,1,50000,1,3,1,55,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0
16958,1,480000,1,2,2,51,-2,-2,-2,-2,-2,-2,2900,17646,0,15620,5200,1355,17646,0,15620,5200,1355,2750,0
16964,1,110000,1,2,1,54,2,2,2,2,2,2,55753,56839,58039,58792,59620,60819,2600,2700,2300,2400,2300,2400,1
16966,1,140000,1,1,1,56,-1,-1,-1,-1,-1,-1,1862,7465,1744,1700,1700,4584,7465,1744,1700,1700,4584,1550,0
16968,1,130000,1,2,2,57,-1,2,2,2,0,-1,4820,3186,7924,6210,2560,7380,0,6210,0,0,7380,11720,0
16979,1,100000,2,1,1,30,1,-1,-1,-1,-2,-1,0,851,1585,-1,-1,2994,851,1589,0,0,2995,0,1
16986,1,240000,2,1,2,28,0,0,0,0,0,0,233441,236496,242446,207633,197644,193724,9000,10307,9014,6029,6014,6034,0
17000,1,30000,2,2,2,21,0,0,0,0,0,0,28028,25278,23485,27339,25091,0,2019,2511,10000,502,0,0,0
17020,1,10000,2,1,2,22,0,0,2,0,0,0,6967,9199,8908,9676,9680,8343,2523,0,1000,4,167,3535,1
17043,1,300000,2,2,2,24,0,0,0,-1,-1,-1,26158,25673,14290,7490,2962,0,5673,7000,7490,2962,0,0,0
17046,1,20000,2,1,2,25,-1,-1,-1,-1,0,0,4541,0,724,18589,18985,19531,0,724,18589,1000,1000,1000,1
17049,1,60000,2,2,1,24,2,3,2,2,2,0,34708,33866,33041,35284,31602,32221,0,0,2900,0,1200,1409,1
17051,1,30000,2,2,2,22,2,2,0,0,0,2,31331,24544,28267,30470,29284,25762,0,5600,3005,1200,0,5000,1
17057,1,30000,2,2,1,22,0,0,0,0,0,0,14533,16534,17213,17723,17431,17882,3002,2002,1553,1002,2002,1000,0
17068,1,250000,2,2,2,25,-1,-1,-1,-1,-1,-1,5211,5211,6282,4140,5211,5211,5211,6282,4140,5211,5211,5211,0
17069,1,130000,2,2,1,25,0,0,0,0,0,0,127125,78165,79306,80974,83635,87287,4000,3000,3000,5000,5000,5000,0
17074,1,230000,2,2,2,24,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
17113,1,130000,2,2,1,26,0,0,0,0,-2,-2,2783,131860,130000,0,0,0,130000,3000,0,0,0,0,0
17114,1,70000,2,2,1,25,0,0,0,0,0,0,70940,70639,71230,68655,41679,29887,2533,3098,2811,1281,1069,1103,0
17133,1,80000,2,1,2,24,0,0,2,0,0,0,39813,46375,43576,28468,25971,23686,9425,1,2012,1091,1006,2516,1
17141,1,50000,2,2,2,25,2,2,2,2,2,2,33586,34636,35683,36200,36808,37671,1900,1900,1400,1500,1600,1500,1
17170,1,50000,2,3,2,26,0,0,0,0,0,0,35988,26708,25230,26999,27748,28351,1700,2000,3000,1500,1200,1136,0
17194,1,110000,2,1,2,29,-1,-1,-1,-1,-1,-1,316,31895,316,316,316,31775,31895,316,316,316,31775,1152,1
17196,1,160000,2,2,2,29,0,0,0,-1,-1,0,21898,23075,24010,400,16903,17248,5004,8004,400,16903,345,352,0
17204,1,50000,2,2,2,29,2,2,2,2,2,0,43629,46376,45354,49086,48027,49037,3790,0,4500,0,1751,1736,1
17213,1,50000,2,2,1,30,0,0,0,2,0,-1,31079,30036,6845,4364,2185,2162,2280,2300,0,44,2200,3000,0
17229,1,240000,2,2,2,30,0,0,0,0,0,0,89009,71169,67528,64238,65521,65829,3071,2390,2311,2330,2392,2504,0
17238,1,170000,2,3,1,40,0,0,0,0,0,0,69602,61493,58298,60343,61176,62092,2128,2729,4000,2169,2241,2258,0
17254,1,60000,2,2,1,27,0,0,0,0,0,-1,40831,34613,28178,23199,572,27425,1617,1616,1008,1036,28848,1100,0
17277,1,400000,2,1,1,33,-2,-2,-2,-2,-2,-2,-4,1054,1420,-20,-20,-20,1058,1427,0,0,0,0,0
17288,1,150000,2,2,1,38,-2,-2,-2,-2,-2,-2,6829,6460,17154,2729,32550,8509,6719,27654,2729,32550,11467,6943,0
17294,1,50000,2,2,1,44,0,0,0,0,-2,-2,13226,14470,15000,0,0,0,1470,1000,0,0,0,0,0
17315,1,40000,2,3,1,30,1,2,0,0,0,0,40672,39724,39475,39078,38339,38665,9,2143,1606,1500,1410,1507,0
17335,1,500000,2,1,1,37,1,-1,-1,-1,-1,0,0,2529,2971,184,64356,33348,2529,2971,200,38144,0,8479,0
17336,1,500000,2,3,1,36,-2,-2,-2,-2,-2,-2,27866,1062,27610,18133,2506,169233,1062,27648,25012,2506,169233,11952,0
17356,1,50000,2,3,1,48,0,0,0,0,0,0,41842,42422,43050,43650,45217,46044,1984,2019,2026,3000,2000,1500,1
17362,1,100000,2,2,1,42,1,2,2,-2,-2,-2,3256,3020,0,0,0,0,0,0,0,0,0,0,0
17387,1,20000,2,2,2,48,1,3,2,2,2,2,17100,16537,16283,17708,18121,17692,0,300,2000,1000,0,792,1
17388,1,140000,2,2,1,40,0,0,0,0,0,0,102502,101164,99579,99004,88485,85218,5000,5000,5000,3000,3000,4000,0
17420,1,250000,2,2,1,31,0,0,0,0,0,0,142905,113367,93844,74441,74553,64640,4000,4100,3010,2205,2045,2200,0
17423,1,390000,2,1,1,33,0,-1,0,0,0,0,5602,48329,45281,31219,24962,17002,48329,2287,1500,4962,815,10000,0
17427,1,30000,2,2,2,39,0,0,0,2,0,0,28144,27470,30698,28981,27673,27826,2000,4000,0,1000,1000,0,0
17436,1,380000,2,1,1,44,0,0,0,0,0,0,365023,365445,350474,342569,307959,309709,14320,15065,13017,15026,12017,12031,0
17437,1,50000,2,1,2,39,0,0,0,0,0,0,47381,48697,48322,45353,19426,19857,2116,2320,1300,1000,700,600,0
17439,1,50000,2,1,1,30,0,0,0,0,0,0,46791,42675,34256,30723,19766,20449,1593,1855,1341,706,1000,5454,0
17440,1,150000,2,1,1,31,0,0,0,0,0,0,138121,145763,134887,105822,86341,88072,10001,6712,5500,3400,3201,3403,0
17444,1,30000,2,2,1,38,0,0,0,0,0,2,19707,21022,22080,22810,25772,26360,1650,1700,1400,3355,1146,0,0
17447,1,30000,2,2,1,43,2,2,2,2,2,2,28264,28703,26622,24022,24368,20859,2000,1300,2,1608,0,900,1
17450,1,100000,2,2,2,43,0,0,0,2,2,0,51146,54716,58766,58950,56889,60255,5000,5500,2300,0,5000,5000,0
17519,1,220000,2,1,1,33,0,0,0,0,0,0,204205,210183,212877,189161,180715,171449,20000,10000,8140,8000,7000,10000,0
17534,1,50000,2,2,1,43,0,0,2,2,0,0,17102,19805,21188,20550,21209,21713,3000,2000,0,1000,1000,1000,1
17593,1,110000,2,1,1,35,0,0,0,0,0,0,107905,101573,104079,104829,107400,105694,4000,5300,4000,4200,4000,3800,0
17635,1,80000,2,2,2,30,2,2,2,2,4,4,56761,58920,60385,64876,65245,63647,3700,3000,6100,2000,0,2000,1
17636,1,220000,2,2,1,31,0,0,0,0,0,0,79226,78693,78297,78980,77817,77569,3900,3500,4000,2700,3000,10000,0
17639,1,260000,2,1,2,30,1,2,0,0,0,0,96549,94114,96689,101023,93738,96218,0,5000,6000,5000,4000,8000,0
17642,1,140000,2,2,1,35,0,0,0,0,0,0,127794,120770,116399,112055,107364,107762,4317,4189,5411,3800,4024,4100,0
17650,1,130000,2,2,1,47,2,2,2,2,2,2,123896,120452,129137,129956,130946,130814,0,12200,4500,4502,5000,0,1
17653,1,240000,2,2,2,43,0,0,-1,-1,-1,-1,225159,216829,27620,24873,24511,24000,20000,27662,24873,24511,24000,37645,0
17662,1,290000,2,2,1,49,-2,-2,-1,2,0,0,-236,-236,11764,11186,6863,6179,0,12000,0,0,0,0,0
17663,1,500000,2,3,2,46,-1,0,-1,-1,0,0,24239,36674,1558,310852,301854,133761,15000,1558,310852,10000,5000,5000,0
17664,1,80000,2,2,1,40,1,2,0,0,2,0,63340,53262,39422,33954,29070,27785,6,2006,4000,0,1118,3000,0
17670,1,500000,2,2,1,44,0,0,0,0,0,0,193136,186610,180153,173454,166546,159651,6610,6480,6230,5900,5720,5420,0
17708,1,90000,2,1,2,33,0,0,2,0,0,0,92725,94908,89711,91165,72263,72569,8500,0,4086,2600,3000,3000,0
17719,1,220000,2,1,1,51,-1,-1,-1,2,2,-2,2262,2255,8105,2224,150,1000,2276,8117,0,150,1000,2619,1
17732,1,90000,2,3,1,58,-2,-2,-2,-2,-2,-2,5563,0,0,0,0,0,0,0,0,0,0,5156,0
17742,1,200000,2,3,2,63,-1,3,2,-1,-1,-1,632,632,316,316,316,316,0,0,316,316,316,316,1
17746,1,340000,2,1,1,56,-1,-1,-1,-1,0,0,5610,5399,12347,8612,5479,0,5399,12353,8619,0,0,0,1
17748,1,30000,2,3,1,54,2,2,2,2,4,3,22147,24770,26068,28842,28094,27361,3000,2000,3500,0,0,1000,0
17765,1,50000,2,3,1,52,0,0,0,0,0,-1,5976,6405,6828,6229,390,390,2000,2000,1004,10,390,390,0
17779,1,60000,2,2,1,59,4,4,4,5,4,3,54506,56998,59111,59595,58079,56892,4000,3601,2000,0,0,0,0
17780,1,80000,2,2,1,61,0,0,0,0,0,0,74156,73878,64656,60537,42610,42769,3000,2506,3008,3000,2000,3000,0
17783,1,60000,2,3,3,64,0,0,-1,-1,0,0,15463,14046,218,12716,10686,10400,1410,218,12723,483,600,9132,0
17795,1,500000,2,1,2,51,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
17805,1,170000,1,2,2,27,0,0,0,0,0,0,169106,141998,134212,133450,127020,123490,5000,5508,5915,3000,4000,4000,0
17814,1,50000,1,2,2,24,0,0,0,0,0,0,49989,48512,43701,40429,9727,9606,1800,2000,1118,1000,500,1000,0
17816,1,30000,1,2,2,23,0,0,0,0,0,0,30620,30432,30263,29418,30275,0,2000,2500,1200,1000,0,0,0
17823,1,100000,1,1,2,24,-1,0,0,0,0,0,33921,34920,36030,37173,35875,36263,1563,1673,1816,1213,1248,1212,0
17826,1,50000,1,2,2,25,-2,-2,-2,-2,-2,-2,-1587,-5174,-2587,-2587,-2587,-2587,0,0,0,0,0,0,1
17828,1,50000,1,5,2,23,0,0,0,0,0,0,42407,13244,48845,43129,28385,23876,7275,47166,12064,12176,780,6200,0
17835,1,180000,1,2,2,25,0,0,0,0,0,0,12891,14275,15737,16603,17395,17182,1600,2000,1500,1003,1003,1006,0
17845,1,20000,1,3,2,26,3,3,2,0,0,0,21667,21081,19661,26158,13560,15324,0,25,2000,1000,2000,1000,1
17849,1,80000,1,2,2,27,0,0,0,0,0,2,48329,45920,47186,46882,49170,48269,5004,5013,5000,4000,0,2002,0
17866,1,50000,1,2,2,28,1,-1,0,0,0,0,-727,50268,50860,40580,44532,46442,53860,3000,5000,5000,3000,1784,0
17869,1,100000,1,2,2,28,0,0,0,0,0,0,9125,10664,12183,13670,15129,15732,2000,2000,2000,2000,1000,2000,1
17874,1,130000,1,1,2,29,0,0,-2,-2,-2,-2,120000,0,0,0,0,0,0,0,0,0,0,0,0
17879,1,50000,1,2,2,28,0,0,0,2,0,0,8608,10300,12711,12210,12508,13306,2000,2900,0,500,1000,1000,0
17892,1,100000,1,2,2,29,2,0,0,0,0,2,43531,45103,45779,46912,49715,48791,2600,2200,2200,3900,0,6100,1
17895,1,200000,1,2,2,27,2,0,0,0,0,0,189605,191628,180604,181273,180385,185370,14635,10019,8029,7010,10022,7049,1
17901,1,50000,1,2,2,28,1,2,2,-2,-2,-2,52753,51400,0,0,0,0,0,0,0,0,0,0,0
17904,1,50000,1,2,1,29,3,2,2,4,4,4,400,400,400,400,400,400,0,0,0,0,0,0,0
17914,1,70000,1,1,2,33,0,0,0,0,0,0,62615,63845,65443,65169,64370,15082,2870,3224,1680,3000,142,142,0
17919,1,120000,1,1,2,33,2,2,2,2,2,2,87310,89273,91057,91981,89605,95245,4300,4100,3300,0,7100,0,1
17938,1,80000,1,1,2,35,0,0,-1,0,0,0,75734,93507,78716,53109,28973,24705,20000,79239,2516,1023,2000,1000,0
17966,1,200000,1,1,1,49,1,-1,-1,-1,-1,-1,0,492,0,489,320,732,492,0,489,320,732,5335,0
17967,1,20000,1,2,1,31,1,2,2,2,2,2,6313,6559,7789,8505,9212,8922,500,1500,1000,1000,0,400,1
17974,1,30000,1,1,2,33,4,3,2,2,2,2,22303,21657,21022,23661,22983,25607,0,0,3000,0,3000,0,1
17993,1,440000,1,1,2,37,0,0,0,0,0,0,186061,232558,312398,222336,223882,130672,50000,100448,7015,6422,6086,4000,0
18016,1,50000,1,2,1,44,0,0,0,0,0,0,48659,34763,16158,11950,9903,10224,1345,1197,1152,495,1014,0,0
18028,1,360000,1,1,1,35,1,-2,-2,-2,-2,-2,396,396,396,396,396,396,396,396,396,396,396,396,0
18029,1,20000,1,3,2,31,0,0,0,0,0,0,7222,13627,11974,11467,10469,9380,10009,2004,5013,3010,3690,4384,0
18037,1,160000,1,3,2,31,0,0,0,0,0,0,108963,105748,109050,112243,114513,114902,4500,5000,5000,4100,4192,6000,0
